#ID	Description	sub Description	Division	total	%div	top
S60559	{long control region} [human papillomavirus, type 16, Genomic, 860 nt].	{long control region}	Vertebrates	2	100	S70159S1,S70159S2
AB053634	Torque teno virus gene for ORF1, partial cds, clone: Am-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053635	Torque teno virus gene for ORF1, partial cds, clone: Am-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053636	Torque teno virus gene for ORF1, partial cds, clone: Ba-01-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053637	Torque teno virus gene for ORF1, partial cds, clone: Ba-01-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053638	Torque teno virus gene for ORF1, partial cds, clone: Ba-01-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053639	Torque teno virus gene for ORF1, partial cds, clone: Ba-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053640	Torque teno virus gene for ORF1, partial cds, clone: Ba-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053641	Torque teno virus gene for ORF1, partial cds, clone: Ba-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053642	Torque teno virus gene for ORF1, partial cds, clone: Ba-07-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053643	Torque teno virus gene for ORF1, partial cds, clone: Ba-07-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053644	Torque teno virus gene for ORF1, partial cds, clone: Ba-07-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053645	Torque teno virus gene for ORF1, partial cds, clone: Bi-01-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053646	Torque teno virus gene for ORF1, partial cds, clone: Bi-01-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053647	Torque teno virus gene for ORF1, partial cds, clone: Bi-01-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053648	Torque teno virus gene for ORF1, partial cds, clone: Bi-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053649	Torque teno virus gene for ORF1, partial cds, clone: Bi-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053650	Torque teno virus gene for ORF1, partial cds, clone: Bi-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053651	Torque teno virus gene for ORF1, partial cds, clone: Bi-03-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053652	Torque teno virus gene for ORF1, partial cds, clone: Bi-03-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053653	Torque teno virus gene for ORF1, partial cds, clone: Bi-03-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053654	Torque teno virus gene for ORF1, partial cds, clone: Bi-06-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053655	Torque teno virus gene for ORF1, partial cds, clone: Bi-06-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053656	Torque teno virus gene for ORF1, partial cds, clone: Bi-06-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053657	Torque teno virus gene for ORF1, partial cds, clone: Bi-07-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053658	Torque teno virus gene for ORF1, partial cds, clone: Bi-07-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053659	Torque teno virus gene for ORF1, partial cds, clone: Bi-07-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053660	Torque teno virus gene for ORF1, partial cds, clone: Bj-01-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053661	Torque teno virus gene for ORF1, partial cds, clone: Bj-01-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053662	Torque teno virus gene for ORF1, partial cds, clone: Bj-01-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053663	Torque teno virus gene for ORF1, partial cds, clone: Bj-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053664	Torque teno virus gene for ORF1, partial cds, clone: Bj-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053665	Torque teno virus gene for ORF1, partial cds, clone: Bj-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053666	Torque teno virus gene for ORF1, partial cds, clone: Bj-04-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053667	Torque teno virus gene for ORF1, partial cds, clone: Bj-04-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053668	Torque teno virus gene for ORF1, partial cds, clone: Bj-04-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053669	Torque teno virus gene for ORF1, partial cds, clone: Bj-06-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053670	Torque teno virus gene for ORF1, partial cds, clone: Bj-06-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053671	Torque teno virus gene for ORF1, partial cds, clone: Bj-06-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064633	Torque teno virus gene for ORF1, partial cds, clone: CT23-10.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064652	Torque teno virus gene for ORF1, partial cds, clone: CT23-11.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064634	Torque teno virus gene for ORF1, partial cds, clone: CT25-05.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064635	Torque teno virus gene for ORF1, partial cds, clone: CT27-02.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064636	Torque teno virus gene for ORF1, partial cds, clone: CT30-03.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064637	Torque teno virus gene for ORF1, partial cds, clone: CT30-14.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064653	Torque teno virus gene for ORF1, partial cds, clone: CT39-25.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064638	Torque teno virus gene for ORF1, partial cds, clone: CT39-28.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064639	Torque teno virus gene for ORF1, partial cds, clone: CT43-14.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064640	Torque teno virus gene for ORF1, partial cds, clone: CT43-16.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064654	Torque teno virus gene for ORF1, partial cds, clone: CT44-02.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053672	Torque teno virus gene for ORF1, partial cds, clone: Di-07-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053673	Torque teno virus gene for ORF1, partial cds, clone: Di-07-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053674	Torque teno virus gene for ORF1, partial cds, clone: Di-07-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053675	Torque teno virus gene for ORF1, partial cds, clone: Di-08-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053676	Torque teno virus gene for ORF1, partial cds, clone: Di-08-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053677	Torque teno virus gene for ORF1, partial cds, clone: Di-08-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053678	Torque teno virus gene for ORF1, partial cds, clone: Di-10-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053679	Torque teno virus gene for ORF1, partial cds, clone: Di-10-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053680	Torque teno virus gene for ORF1, partial cds, clone: Di-10-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053681	Torque teno virus gene for ORF1, partial cds, clone: Dp-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053682	Torque teno virus gene for ORF1, partial cds, clone: Dp-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053683	Torque teno virus gene for ORF1, partial cds, clone: Dp-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053684	Torque teno virus gene for ORF1, partial cds, clone: Dp-07-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053685	Torque teno virus gene for ORF1, partial cds, clone: Dp-07-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053686	Torque teno virus gene for ORF1, partial cds, clone: Dp-07-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053687	Torque teno virus gene for ORF1, partial cds, clone: Dp-08-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053688	Torque teno virus gene for ORF1, partial cds, clone: Dp-08-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053689	Torque teno virus gene for ORF1, partial cds, clone: Dp-08-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053690	Torque teno virus gene for ORF1, partial cds, clone: Ja-08-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053691	Torque teno virus gene for ORF1, partial cds, clone: Ja-08-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053692	Torque teno virus gene for ORF1, partial cds, clone: Ja-08-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053693	Torque teno virus gene for ORF1, partial cds, clone: Ja-09-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053694	Torque teno virus gene for ORF1, partial cds, clone: Ja-09-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053695	Torque teno virus gene for ORF1, partial cds, clone: Ja-09-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053696	Torque teno virus gene for ORF1, partial cds, clone: Ja-10-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053697	Torque teno virus gene for ORF1, partial cds, clone: Ja-10-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053698	Torque teno virus gene for ORF1, partial cds, clone: Ja-10-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053699	Torque teno virus gene for ORF1, partial cds, clone: Ja-11-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053700	Torque teno virus gene for ORF1, partial cds, clone: Ja-11-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053701	Torque teno virus gene for ORF1, partial cds, clone: Ja-11-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053702	Torque teno virus gene for ORF1, partial cds, clone: Ja-12-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053703	Torque teno virus gene for ORF1, partial cds, clone: Ja-12-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053704	Torque teno virus gene for ORF1, partial cds, clone: Ja-12-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053705	Torque teno virus gene for ORF1, partial cds, clone: Jp-08-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053706	Torque teno virus gene for ORF1, partial cds, clone: Jp-08-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053707	Torque teno virus gene for ORF1, partial cds, clone: Jp-08-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053708	Torque teno virus gene for ORF1, partial cds, clone: Jp-11-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053709	Torque teno virus gene for ORF1, partial cds, clone: Jp-11-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053710	Torque teno virus gene for ORF1, partial cds, clone: Jp-11-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053711	Torque teno virus gene for ORF1, partial cds, clone: Jp-13-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053712	Torque teno virus gene for ORF1, partial cds, clone: Jp-13-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053713	Torque teno virus gene for ORF1, partial cds, clone: Jp-13-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053714	Torque teno virus gene for ORF1, partial cds, clone: Jp-15-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053715	Torque teno virus gene for ORF1, partial cds, clone: Jp-15-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053716	Torque teno virus gene for ORF1, partial cds, clone: Jp-15-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053717	Torque teno virus gene for ORF1, partial cds, clone: Jp-17-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053718	Torque teno virus gene for ORF1, partial cds, clone: Jp-17-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053719	Torque teno virus gene for ORF1, partial cds, clone: Jp-17-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053720	Torque teno virus gene for ORF1, partial cds, clone: Jp-20-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053721	Torque teno virus gene for ORF1, partial cds, clone: Jp-20-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053722	Torque teno virus gene for ORF1, partial cds, clone: Jp-20-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053723	Torque teno virus gene for ORF1, partial cds, clone: Jp-21-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053724	Torque teno virus gene for ORF1, partial cds, clone: Jp-21-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053725	Torque teno virus gene for ORF1, partial cds, clone: Jp-21-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064641	Torque teno virus gene for ORF1, partial cds, clone: JT01-01.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064642	Torque teno virus gene for ORF1, partial cds, clone: JT03-02.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064643	Torque teno virus gene for ORF1, partial cds, clone: JT05-08.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064644	Torque teno virus gene for ORF1, partial cds, clone: JT05-14.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064645	Torque teno virus gene for ORF1, partial cds, clone: JT07-13.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064646	Torque teno virus gene for ORF1, partial cds, clone: JT14-05.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064647	Torque teno virus gene for ORF1, partial cds, clone: JT14-11.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064648	Torque teno virus gene for ORF1, partial cds, clone: JT19-03.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064655	Torque teno virus gene for ORF1, partial cds, clone: JT33-08.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064656	Torque teno virus gene for ORF1, partial cds, clone: JT34-03.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064657	Torque teno virus gene for ORF1, partial cds, clone: JT34-04.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064649	Torque teno virus gene for ORF1, partial cds, clone: JT40-05.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064650	Torque teno virus gene for ORF1, partial cds, clone: JT41-09.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB064651	Torque teno virus gene for ORF1, partial cds, clone: JT42-02.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053726	Torque teno virus gene for ORF1, partial cds, clone: Kp-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053727	Torque teno virus gene for ORF1, partial cds, clone: Kp-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053728	Torque teno virus gene for ORF1, partial cds, clone: Kp-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053729	Torque teno virus gene for ORF1, partial cds, clone: Kp-03-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053730	Torque teno virus gene for ORF1, partial cds, clone: Kp-03-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053731	Torque teno virus gene for ORF1, partial cds, clone: Kp-03-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053732	Torque teno virus gene for ORF1, partial cds, clone: Kp-04-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053733	Torque teno virus gene for ORF1, partial cds, clone: Kp-04-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053734	Torque teno virus gene for ORF1, partial cds, clone: Kp-04-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053735	Torque teno virus gene for ORF1, partial cds, clone: Kp-09-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053736	Torque teno virus gene for ORF1, partial cds, clone: Kp-09-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053737	Torque teno virus gene for ORF1, partial cds, clone: Kp-09-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053738	Torque teno virus gene for ORF1, partial cds, clone: Kt-01-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053739	Torque teno virus gene for ORF1, partial cds, clone: Kt-01-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053740	Torque teno virus gene for ORF1, partial cds, clone: Kt-01-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053741	Torque teno virus gene for ORF1, partial cds, clone: Kt-02-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053742	Torque teno virus gene for ORF1, partial cds, clone: Kt-02-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053743	Torque teno virus gene for ORF1, partial cds, clone: Kt-02-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053744	Torque teno virus gene for ORF1, partial cds, clone: Kt-04-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053745	Torque teno virus gene for ORF1, partial cds, clone: Kt-04-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053746	Torque teno virus gene for ORF1, partial cds, clone: Kt-04-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053747	Torque teno virus gene for ORF1, partial cds, clone: Kt-05-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053748	Torque teno virus gene for ORF1, partial cds, clone: Kt-05-2.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053749	Torque teno virus gene for ORF1, partial cds, clone: Kt-05-3.	Torque teno virus gene	Vertebrates	9	100	AB011486
AB053750	Torque teno virus gene for ORF1, partial cds, clone: Kt-07-1.	Torque teno virus gene	Vertebrates	9	100	AB011486
